#{'API version': '0.1.2', 'Channels': [1, 2, 3, 4, 5, 6], 'Channels indexes mV': [6, 8, 10, 12, 14, 16], 'Channels indexes raw': [5, 7, 9, 11, 13, 15], 'Channels labels': ['AI1_raw', 'AI1_mv', 'AI2_raw', 'AI2_mv', 'AI3_raw', 'AI3_mv', 'AI4_raw', 'AI4_mv', 'AI5_raw', 'AI5_mv', 'AI6_raw', 'AI6_mv'], 'Device': 'COM14', 'Firmware version': '1.0', 'Header': ['NSeq', 'I1', 'I2', 'O1', 'O2', 'AI1_raw', 'AI1_mv', 'AI2_raw', 'AI2_mv', 'AI3_raw', 'AI3_mv', 'AI4_raw', 'AI4_mv', 'AI5_raw', 'AI5_mv', 'AI6_raw', 'AI6_mv'], 'ISO 8601': '2022-05-11T16:10:57.031185', 'Resolution (bits)': [4, 1, 1, 1, 1, 12, 12, 12, 12, 12, 12], 'Sampling rate (Hz)': 1000, 'Timestamp': 1652281857.031185}
#NSeq	I1	I2	O1	O2	AI1_raw	AI1_mv	AI2_raw	AI2_mv	AI3_raw	AI3_mv	AI4_raw	AI4_mv	AI5_raw	AI5_mv	AI6_raw	AI6_mv
2	0	0	0	0	1171	1210	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1218	1247	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1283	1301	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1366	1369	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1459	1444	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1553	1519	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1634	1587	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1706	1645	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1755	1685	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1789	1713	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1802	1723	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1795	1716	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1777	1702	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1746	1679	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1712	1651	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1666	1614	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1623	1577	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1584	1546	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1548	1515	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1513	1488	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1492	1471	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1482	1461	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1476	1458	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1488	1468	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1503	1478	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1521	1495	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1551	1519	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1574	1536	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1597	1556	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1616	1573	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1637	1590	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1649	1597	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1659	1607	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1661	1607	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1661	1607	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1657	1604	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1647	1597	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1634	1587	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1622	1577	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1611	1566	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1600	1560	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1591	1553	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1586	1546	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1585	1546	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1585	1546	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1591	1553	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1599	1556	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1603	1560	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1614	1570	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1622	1577	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1632	1583	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1639	1590	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1648	1597	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1649	1597	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1655	1604	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1660	1607	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1659	1607	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1662	1611	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1658	1607	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1655	1604	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1658	1607	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1654	1604	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1653	1600	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1653	1600	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1654	1604	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1661	1607	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1664	1611	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1670	1617	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1679	1624	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1686	1628	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1697	1638	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1709	1648	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1713	1651	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1724	1658	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1729	1665	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1742	1675	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1744	1675	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1748	1679	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1752	1682	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1757	1685	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1760	1689	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1760	1689	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1760	1689	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1758	1689	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1757	1685	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1753	1682	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1751	1682	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1748	1679	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1744	1675	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1744	1675	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1744	1675	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1744	1675	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1744	1675	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1745	1675	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1750	1682	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1757	1685	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1760	1689	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1763	1692	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1772	1699	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1777	1702	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1783	1709	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1787	1713	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1792	1716	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1802	1723	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1808	1730	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1813	1733	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1822	1740	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1835	1750	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1840	1753	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1847	1760	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1856	1767	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1863	1774	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1872	1781	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1877	1784	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1883	1791	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1889	1794	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1891	1798	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1893	1798	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1894	1798	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1899	1801	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1900	1804	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1899	1801	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1901	1804	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1903	1804	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1904	1808	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1911	1811	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1915	1815	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1920	1818	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1925	1825	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1932	1828	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1937	1835	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1941	1835	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1947	1842	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1950	1845	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1956	1849	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1959	1852	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1959	1852	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1964	1855	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1963	1855	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1957	1849	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1955	1849	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1951	1845	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1948	1842	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1949	1842	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1948	1842	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1950	1845	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1952	1845	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1958	1852	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1963	1855	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1968	1859	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1974	1862	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1979	1869	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1982	1869	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1982	1869	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1979	1869	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1975	1866	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1968	1859	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1964	1855	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1951	1845	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1943	1838	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1936	1832	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1922	1821	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1917	1818	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1909	1811	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1904	1808	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1901	1804	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1898	1801	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1894	1798	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1890	1794	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1887	1794	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1883	1791	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1877	1784	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1872	1781	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1871	1781	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1862	1774	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1856	1767	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1852	1764	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1844	1757	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1839	1753	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1836	1750	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1833	1750	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1826	1743	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1821	1740	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1813	1733	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1808	1730	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1799	1719	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1788	1713	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1776	1702	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1761	1689	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1745	1675	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1733	1668	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1717	1655	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1701	1641	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1686	1628	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1671	1617	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1654	1604	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1642	1594	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1629	1583	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1616	1573	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1605	1563	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1600	1560	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1587	1549	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1584	1546	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1577	1539	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1572	1536	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1568	1532	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1563	1529	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1555	1522	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1554	1522	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1552	1519	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1552	1519	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1547	1515	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1541	1512	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1530	1502	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1523	1495	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1520	1495	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1511	1485	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1498	1475	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1490	1468	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1482	1461	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1473	1454	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1469	1451	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1458	1444	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1456	1441	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1455	1441	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1454	1441	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1454	1441	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1456	1441	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1458	1444	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1460	1444	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1463	1447	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1466	1451	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1465	1447	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1459	1444	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1456	1441	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1456	1441	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1446	1434	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1441	1430	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1433	1424	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1425	1417	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1421	1413	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1418	1410	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1416	1410	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1417	1410	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1415	1407	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1416	1410	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1419	1410	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1421	1413	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1425	1417	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1426	1417	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1428	1417	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1430	1420	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1432	1420	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1433	1424	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1430	1420	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1427	1417	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1422	1413	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1422	1413	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1423	1413	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1423	1413	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1423	1413	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1425	1417	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1426	1417	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1426	1417	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1427	1417	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1419	1410	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1418	1410	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1410	1403	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1408	1403	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1406	1400	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1403	1396	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1405	1400	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1403	1396	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1407	1400	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1408	1403	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1417	1410	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1424	1417	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1431	1420	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1440	1427	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1451	1437	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1460	1444	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1471	1454	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1477	1458	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1482	1461	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1487	1468	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1488	1468	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1492	1471	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1489	1468	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1488	1468	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1487	1468	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1483	1464	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1483	1464	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1479	1461	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1475	1458	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1474	1454	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1478	1458	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1478	1458	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1479	1461	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1488	1468	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1489	1468	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1495	1475	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1505	1481	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1513	1488	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1520	1495	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1523	1495	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1533	1505	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1534	1505	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1542	1512	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1542	1512	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1542	1512	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1542	1512	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1534	1505	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1541	1512	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1545	1515	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1548	1515	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1551	1519	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1552	1519	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1554	1522	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1556	1522	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1561	1526	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1563	1529	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1565	1529	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1566	1532	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1566	1532	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1568	1532	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1566	1532	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1559	1526	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1558	1526	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1553	1519	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1551	1519	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1550	1519	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1547	1515	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1542	1512	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1541	1512	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1546	1515	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1552	1519	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1555	1522	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1567	1532	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1575	1539	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1584	1546	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1594	1553	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1599	1556	0	254	0	254	0	254	0	254	0	254
6	0	0	0	0	1600	1560	0	254	0	254	0	254	0	254	0	254
7	0	0	0	0	1602	1560	0	254	0	254	0	254	0	254	0	254
8	0	0	0	0	1601	1560	0	254	0	254	0	254	0	254	0	254
9	0	0	0	0	1598	1556	0	254	0	254	0	254	0	254	0	254
10	0	0	0	0	1593	1553	0	254	0	254	0	254	0	254	0	254
11	0	0	0	0	1584	1546	0	254	0	254	0	254	0	254	0	254
12	0	0	0	0	1574	1536	0	254	0	254	0	254	0	254	0	254
13	0	0	0	0	1565	1529	0	254	0	254	0	254	0	254	0	254
14	0	0	0	0	1554	1522	0	254	0	254	0	254	0	254	0	254
15	0	0	0	0	1546	1515	0	254	0	254	0	254	0	254	0	254
0	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
1	0	0	0	0	1533	1505	0	254	0	254	0	254	0	254	0	254
2	0	0	0	0	1527	1498	0	254	0	254	0	254	0	254	0	254
3	0	0	0	0	1531	1502	0	254	0	254	0	254	0	254	0	254
4	0	0	0	0	1535	1505	0	254	0	254	0	254	0	254	0	254
5	0	0	0	0	1542	1512	0	254	0	254	0	254	0	254	0	254
